1	1	0	0
1	1	18.6	-11.1
1	1	54.7	-33.0
1	1	108.4	-65.6
1	1	178.5	-108.4
1	1	265.0	-161.0
1	1	366.7	-223.3
1	1	483.7	-294.9
1	1	614.9	-375.3
1	1	760.4	-464.0
1	1	920.1	-560.8
1	1	1091.8	-664.8
1	1	1274.3	-775.8
1	1	1467.7	-893.5
1	1	1669.7	-1017.5
1	1	1881.5	-1147.9
1	1	2103.0	-1284.9
1	1	2334.3	-1428.5
1	1	2574.1	-1578.8
1	1	2824.7	-1735.9
1	1	3085.1	-1899.7
1	1	3355.2	-2070.5
1	1	3635.0	-2248.3
1	1	3924.5	-2433.3
1	1	4227.1	-2626.4
1	1	4541.6	-2827.6
1	1	4866.8	-3037.0
1	1	5204.0	-3255.7
1	1	5551.8	-3483.8
1	1	5909.3	-3720.9
1	1	6276.3	-3966.9
1	1	6652.9	-4222.0
1	1	7039.1	-4486.4
1	1	7434.8	-4760.2
1	1	7838.9	-5043.1
1	1	8249.2	-5334.7
1	1	8665.8	-5634.5
1	1	9087.6	-5941.4
1	1	9510.1	-6254.4
1	1	9935.5	-6573.4
1	1	10363.9	-6898.2
1	1	10794.2	-7229.0
1	1	11225.2	-7566.0
1	1	11658.0	-7910.4
1	1	12091.3	-8263.5
1	1	12527.3	-8626.6
1	1	12966.0	-9000.6
1	1	13408.4	-9385.9
1	1	13852.3	-9782.2
1	1	14297.8	-10189.6
1	1	14745.9	-10607.4
1	1	15194.5	-11034.2
1	1	15646.0	-11468.3
1	1	16098.3	-11907.5
1	1	16551.5	-12349.4
1	1	17004.7	-12791.9
1	1	17457.9	-13234.5
1	1	17911.1	-13677.2
1	1	18364.2	-14120.1
1	1	18816.2	-14563.3
1	1	19268.2	-15006.8
1	1	19720.2	-15450.9
1	1	20173.1	-15897.1
1	1	20628.1	-16347.3
1	1	21087.2	-16803.3
1	1	21548.1	-17265.8
1	1	22010.7	-17735.7
1	1	22475.1	-18214.0
1	1	22941.1	-18700.7
1	1	23407.7	-19196.0
1	1	23874.8	-19699.7
1	1	24343.6	-20211.7
1	1	24813.0	-20731.4
1	1	25284.2	-21258.3
1	1	25754.9	-21791.6
1	1	26226.4	-22330.5
1	1	26697.6	-22874.0
1	1	27169.6	-23421.8
1	1	27643.6	-23973.8
1	1	28118.5	-24528.9
1	1	28598.9	-25085.8
1	1	29083.8	-25642.8
1	1	29574.3	-26199.5
1	1	30071.6	-26755.7
1	1	30578.0	-27311.9
1	1	31092.3	-27868.0
1	1	31613.3	-28424.1
