driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Absolute Acceleration,Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,10,18.47151320276712,18.47151320276712,18.47151320276712,0,8.246211251235321,14.036243467926454,345.96375653207355,East
1,10,5.64017588378235,-12.83133731898477,12.83133731898477,1,2.5179356624028344,7.193470055295506,353.15722658736905,East
1,10,6.723732296872028,1.0835564130896786,1.0835564130896786,2,3.0016662039607267,23.13886595621841,330.01836063115064,Southeast
1,10,6.723732296872028,0.0,0.0,3,3.0016662039607267,0.0,330.01836063115064,Southeast
1,10,8.747479637015454,2.0237473401434256,2.0237473401434256,4,3.905124837953327,9.823931723415853,320.1944289077348,Southeast
1,10,7.655427355804507,-1.0920522812109468,1.0920522812109468,5,3.417601498127012,19.249525872681716,339.4439547804165,East
1,10,11.019342993118968,3.363915637314461,3.363915637314461,6,4.919349550499539,6.00900595749448,333.434948822922,Southeast
1,10,13.419450957472145,2.400107964353177,2.400107964353177,7,5.990826320300064,12.064884410525394,345.4998332334474,East
1,10,14.456245709035242,1.0367947515630966,1.0367947515630966,8,6.453681120105018,1.9713590574010595,347.4711922908485,East
1,10,15.687997960224243,1.2317522511890004,1.2317522511890004,9,7.00357051795725,2.663000766067114,350.1341930569156,East
1,10,15.287897435553402,-0.40010052467084023,0.40010052467084023,10,6.824954212300625,1.1148430670891116,349.0193499898265,East
1,10,15.026376808798592,-0.2615206267548107,0.2615206267548107,11,6.70820393249937,0.6758035414075039,349.695153531234,East
1,10,15.90873169048996,0.8823548816913682,0.8823548816913682,12,7.102112361825874,0.5772679173643951,350.2724214485984,East
1,10,16.78804908260637,0.8793173921164108,0.8793173921164108,13,7.494664769020701,8.949123180788433,341.32329826780995,East
1,10,17.932595573424393,1.1445464908180227,1.1445464908180227,14,8.005623023850175,7.248199775364412,334.07509849244553,Southeast
1,10,16.448373536614483,-1.4842220368099106,1.4842220368099106,15,7.343023900274321,3.4328520352368628,330.64224645720867,Southeast
1,10,17.4490105163588,1.0006369797443178,1.0006369797443178,16,7.789736837660178,12.520115995092965,318.1221304621157,Southeast
1,10,13.636431204681099,-3.812579311677702,3.812579311677702,17,6.087692502089776,5.785131228182763,312.33699923393294,Southeast
1,10,18.031652170558292,4.3952209658771935,4.3952209658771935,18,8.049844718999237,15.771948056854967,296.565051177078,Southeast
1,10,17.496393228319942,-0.5352589422383502,0.5352589422383502,19,7.810889834071403,7.898136902857743,288.66691427422023,South
1,10,17.835802196705384,0.33940896838544177,0.33940896838544177,20,7.962411694957759,7.074738863929099,281.59217541029113,South
1,10,20.56046692076812,2.7246647240627375,2.7246647240627375,21,9.17877987534291,4.080031307238471,277.51214410305266,South
1,10,18.402114661092632,-2.158352259675489,2.158352259675489,22,8.215229759416353,4.022819197256297,273.48932490579637,South
1,10,16.72666661352463,-1.675448047568004,1.675448047568004,23,7.467261881037779,11.185376627812957,262.3039482779834,South
1,10,17.234904119257543,0.5082375057329145,0.5082375057329145,24,7.6941536246685445,1.2765748928796938,261.0273733851037,South
1,10,14.777210562213684,-2.457693557043859,2.457693557043859,25,6.596969000988251,5.0636168530302825,255.96375653207343,South
1,10,10.530382709094658,-4.246827853119026,4.246827853119026,26,4.701063709417258,9.80249671524507,246.16125981682836,Southwest
1,10,9.076838216030971,-1.4535444930636867,1.4535444930636867,27,4.052159917870969,8.087566519718507,254.24882633654687,South
1,10,3.5061545887196846,-5.570683627311286,5.570683627311286,28,1.565247584249859,10.813877513624846,243.43494882292202,Southwest
1,10,0.5008792269599245,-3.00527536175976,3.00527536175976,29,0.22360679774996628,36.86989764584402,206.565051177078,Southwest
1,10,0.4480000000000064,-0.05287922695991809,0.05287922695991809,30,0.20000000000000284,26.565051177078004,180.0,West
