driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,53,0.0,0.0,0,0.0,0.0,0.0,East
1,53,0.0,0.0,1,0.0,0.0,0.0,East
1,53,0.0,0.0,2,0.0,0.0,0.0,East
1,53,0.0,0.0,3,0.0,0.0,0.0,East
1,53,0.0,0.0,4,0.0,0.0,0.0,East
1,53,0.0,0.0,5,0.0,0.0,0.0,East
1,53,2.504396134799765,2.504396134799765,6,1.118033988749895,26.565051177077976,333.434948822922,Southeast
1,53,0.0,-2.504396134799765,7,0.0,0.0,333.434948822922,Southeast
1,53,0.5008792269599528,0.5008792269599528,8,0.2236067977499789,11.30993247402023,322.1250163489018,Southeast
1,53,0.0,-0.5008792269599528,9,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,10,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,11,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,12,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,13,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,14,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,15,0.0,0.0,322.1250163489018,Southeast
1,53,0.0,0.0,16,0.0,0.0,322.1250163489018,Southeast
1,53,2.5043961347997645,2.5043961347997645,17,1.1180339887498947,5.599339336520586,327.7243556854224,Southeast
1,53,0.0,-2.5043961347997645,18,0.0,0.0,327.7243556854224,Southeast
1,53,0.0,0.0,19,0.0,0.0,327.7243556854224,Southeast
1,53,0.0,0.0,20,0.0,0.0,327.7243556854224,Southeast
1,53,0.3167838379715733,0.3167838379715733,21,0.14142135623730948,3.5620086397006503,324.16234704572173,Southeast
1,53,0.0,-0.3167838379715733,22,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,23,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,24,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,25,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,26,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,27,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,28,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,29,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,30,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,31,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,32,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,33,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,34,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,35,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,36,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,37,0.0,0.0,324.16234704572173,Southeast
1,53,0.0,0.0,38,0.0,0.0,324.16234704572173,Southeast
1,53,2.5043961347997645,2.5043961347997645,39,1.1180339887498947,3.1024266821706874,327.2647737278924,Southeast
1,53,0.0,-2.5043961347997645,40,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,41,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,42,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,43,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,44,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,45,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,46,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,47,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,48,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,49,0.0,0.0,327.2647737278924,Southeast
1,53,0.0,0.0,50,0.0,0.0,327.2647737278924,Southeast
