driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,147,50.44975322040734,50.44975322040734,0,22.522211259110417,55.67490673396907,304.32509326603093,Southeast
1,147,26.489835031573904,-23.959918188833434,1,11.825819210524063,2.611660568271816,306.93675383430275,Southeast
1,147,23.605179092733017,-2.8846559388408863,2,10.538026380684382,1.6230967760596968,308.55985061036245,Southeast
1,147,23.29707689818618,-0.3081021945468372,3,10.40048075811883,1.578754277849157,310.1386048882116,Southeast
1,147,20.678488145896935,-2.618588752289245,4,9.231467922275417,1.4504501564326802,311.5890550446443,Southeast
1,147,17.52504767468551,-3.1534404712114252,5,7.8236819976274585,1.4360109444737645,313.02506598911805,Southeast
1,147,15.233646969783699,-2.291400704901811,6,6.800735254367722,0.94268931931623,313.9677553084343,Southeast
1,147,9.949736076901731,-5.283910892881968,7,4.441846462902558,0.7876015177064914,314.75535682614077,Southeast
1,147,5.210107100626631,-4.7396289762751,8,2.325940669922603,0.5306430256542853,315.28599985179505,Southeast
1,147,2.6218527800012037,-2.5882543206254276,9,1.1704699910719658,0.32601067028207353,315.6120105220771,Southeast
1,147,1.2062769167981315,-1.4155758632030722,10,0.5385164807134515,0.33182138642979453,315.9438319085069,Southeast
1,147,5.450155227147186,4.2438783103490545,11,2.433105012119279,0.9008051968078234,316.84463710531475,Southeast
1,147,4.91780764162244,-0.5323475855247457,12,2.195449840010018,1.4020492030082323,318.246686308323,Southeast
1,147,7.919595949289338,3.0017883076668976,13,3.53553390593274,2.2778520211788305,320.5245383295018,Southeast
1,147,11.57236985236819,3.6527739030788524,14,5.166236541235799,3.3948933669648227,323.91943169646663,Southeast
1,147,15.918190851978125,4.345820999609934,15,7.106335201775948,4.635534066091964,328.5549657625586,Southeast
1,147,17.55937128715033,1.6411804351722061,16,7.839005038906397,5.113128383976971,333.66809414653557,Southeast
1,147,19.977484926786953,2.4181136396366227,17,8.918520056601318,5.738180921100991,339.40627506763656,East
1,147,22.47714714993876,2.4996622231518053,18,10.034440691936945,6.2373114681802235,345.6435865358168,East
1,147,24.99984511952026,2.5226979695815004,19,11.160645142642972,6.200955257052158,351.84454179286894,East
1,147,26.783694144012312,1.7838490244920528,20,11.95700631429121,6.337155242679216,358.18169703554815,East
1,147,16.90124161119532,-9.882452532816991,21,12.3664869708418,5.827804505891095,4.009501541439254,East
1,147,30.388966418751398,13.487724807556077,22,13.566502865514016,5.193638812120406,9.20314035355966,East
1,147,32.31272789474761,1.923761475996212,23,14.425324953012325,5.098001767909235,14.301142121468894,East
1,147,31.312764426029208,-0.999963468718402,24,13.97891269019161,4.213717081317503,18.514859202786397,East
1,147,31.748789961193793,0.4360255351645854,25,14.173566946961513,3.3225944279758046,21.8374536307622,East
1,147,30.619251460478274,-1.129538500715519,26,13.669308687713514,3.031039439988934,24.868493070751136,Northeast
1,147,30.253271161975192,-0.3659802985030822,27,13.50592462588178,1.576911651134644,26.44540472188578,Northeast
1,147,28.510545417441598,-1.742725744533594,28,12.727922061357855,1.265129981609455,27.710534703495235,Northeast
1,147,24.741608678499478,-3.76893673894212,29,11.045361017187266,1.128748293527,28.839282997022234,Northeast
1,147,21.86726503246345,-2.874343646036028,30,9.762171889492611,0.842632086106665,29.6819150831289,Northeast
1,147,17.179500341977374,-4.687764690486077,31,7.669419795525612,0.735294129446384,30.417209212575283,Northeast
1,147,13.995967419224696,-3.1835329227526774,32,6.24819974072531,0.26971442023219083,30.686923632807474,Northeast
1,147,8.724505258179418,-5.271462161045278,33,3.894868418830097,0.5091963527496297,31.196119985557104,Northeast
1,147,5.3432334779606965,-3.3812717802187215,34,2.385372088375311,0.019610806048596885,31.2157307916057,Northeast
1,147,2.612266448890688,-2.7309670290700083,35,1.166190378969057,0.1396427412753276,31.35537353288103,Northeast
1,147,3.26148923039764,0.649222781506952,36,1.4560219778560892,0.35951517762833163,31.71488871050936,Northeast
1,147,4.709330313324775,1.4478410829271344,37,2.1023796041628455,0.05917729540522387,31.655711415104136,Northeast
1,147,6.4182938542887,1.708963540963925,38,2.8653097563788834,0.3496717929793576,32.005383208083494,Northeast
1,147,8.52966587856758,2.1113720242788796,39,3.8078865529319548,0.44304707131077947,32.44843027939427,Northeast
1,147,9.529877229009827,1.0002113504422478,40,4.254409477236529,0.4856576383943505,32.934087917788624,Northeast
1,147,11.091958889213393,1.5620816602035656,41,4.951767361255978,0.27973842597342014,33.213826343762044,Northeast
1,147,15.430007128967922,4.33804823975453,42,6.888396039717822,0.46980345420966074,33.683629797971705,Northeast
1,147,17.387075659811195,1.957068530843273,43,7.762087348129997,0.543999636820196,34.2276294347919,Northeast
1,147,18.977969543657757,1.5908938838465616,44,8.472307831990069,0.7912725200344752,35.018901954826376,Northeast
1,147,20.865693182830025,1.8877236391722683,45,9.31504159947769,0.8464301178364124,35.86533207266279,Northeast
1,147,23.144739704736356,2.2790465219063307,46,10.332473082471587,0.42035190215184315,36.28568397481463,Northeast
1,147,25.857207892578074,2.7124681878417185,47,11.54339638061521,0.7100172937831317,36.99570126859776,Northeast
1,147,26.976892037445648,1.1196841448675734,48,12.043255373859663,0.6835759131836312,37.679277181781394,Northeast
1,147,27.700930814685655,0.7240387772400076,49,12.366486970841809,0.8524864862053292,38.53176366798672,Northeast
1,147,28.957577799256622,1.256646984570967,50,12.927490088953848,0.6454171614983792,39.1771808294851,Northeast
1,147,30.61925146047829,1.6616736612216663,51,13.66930868771352,0.8076211898463939,39.9848020193315,Northeast
1,147,32.42511224344491,1.8058607829666187,52,14.47549653725219,0.7923538889814594,40.777155908312956,Northeast
1,147,34.11866351427025,1.6935512708253455,53,15.231546211727789,0.7839357687841328,41.56109167709709,Northeast
1,147,34.97916179670402,0.8604982824337668,54,15.615697230671437,0.5706916835955056,42.131783360692594,Northeast
1,147,34.92461000498075,-0.05455179172327007,55,15.591343752223546,0.6883197948660964,42.82010315555869,Northeast
1,147,35.23072113936928,0.3061111343885301,56,15.728000508646998,0.6391620460740555,43.459265201632746,Northeast
1,147,35.35015247491875,0.11943133554947138,57,15.781318069160154,0.46230885487396733,43.921574056506714,Northeast
1,147,34.5374296669569,-0.8127228079618476,58,15.418495387034332,0.5390369015435894,44.4606109580503,Northeast
1,147,33.549188246513545,-0.9882414204433587,59,14.977316181479258,0.3712629127991889,44.83187387084949,Northeast
1,147,33.306773845570795,-0.24241440094274935,60,14.869095466772675,0.32246937018873467,45.15434324103823,Northeast
1,147,33.05271619700868,-0.2540576485621173,61,14.755676873664587,0.3198523252503662,45.47419556628859,Northeast
1,147,32.81427981839618,-0.2384363786124979,62,14.649232061784009,0.16392362605380129,45.638119192342394,Northeast
1,147,33.65446252727855,0.8401827088823666,63,15.024313628249349,0.1776472945106633,45.81576648685306,Northeast
1,147,34.072307112961994,0.4178445856834472,64,15.210851389715174,0.03000683109683422,45.84577331794989,Northeast
1,147,33.59253250351927,-0.4797746094427211,65,14.996666296213961,0.021267748959189703,45.86704106690908,Northeast
1,147,33.29999399399345,-0.2925385095258193,66,14.866068747318506,0.09506305103668922,45.77197801587239,Northeast
1,147,32.92876189594747,-0.37123209804598645,67,14.700340132119404,0.21640851536532324,45.55556950050707,Northeast
1,147,31.439898218664794,-1.4888636772826729,68,14.03566884761821,0.1092962404916662,45.4462732600154,Northeast
1,147,31.093265637433422,-0.346632581231372,69,13.88092215956849,0.21142830712069838,45.234844952894704,Northeast
1,147,30.64873400321786,-0.4445316342155614,70,13.682470537150829,0.208592592984715,45.02625235990999,Northeast
1,147,30.61925146047832,-0.029482542739540207,71,13.669308687713535,0.3153953666005478,44.71085699330944,Northeast
1,147,29.265237808704022,-1.3540136517742987,72,13.064838307457151,0.3282716680829836,44.38258532522646,Northeast
1,147,27.1493174868172,-2.115920321886822,73,12.120231020900535,0.33577633721102984,44.04680898801543,Northeast
1,147,25.861088608177305,-1.2882288786398952,74,11.545128842936295,0.3314708561855966,43.71533813182983,Northeast
1,147,24.750732999246736,-1.1103556089305684,75,11.04943437466372,0.35842228239690854,43.35691584943292,Northeast
1,147,20.298899280502855,-4.451833718743881,76,9.062008607367344,0.2759324429234411,43.08098340650948,Northeast
