driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Absolute Acceleration,Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,181,28.014332331861848,28.014332331861848,28.014332331861848,0,12.506398362438324,88.16716049405795,271.83283950594205,South
1,181,14.866918981416429,-13.147413350445419,13.147413350445419,1,6.637017402418048,4.221352388172818,276.05419189411487,South
1,181,17.731407614738316,2.864488633321887,2.864488633321887,2,7.915806970865319,2.4327071899975294,273.62148470411734,South
1,181,20.160000000000004,2.4285923852616875,2.4285923852616875,3,9.0,3.6214847041173357,270.0,South
1,181,18.05945735618875,-2.100542643811252,2.100542643811252,4,8.06225774829855,7.125016348901795,262.8749836510982,South
1,181,20.618953610695197,2.5594962545064455,2.5594962545064455,5,9.321480569094163,2.135205182269715,260.7397784688285,South
1,181,18.861278853778703,-1.7576747569164937,1.7576747569164937,6,8.42021377400835,6.591706623115442,254.14807184571305,South
1,181,19.271812369364763,0.4105335155860601,0.4105335155860601,7,8.603487664894983,3.8466932202933037,250.30137862541974,South
1,181,20.3556726246027,1.083860255237937,1.083860255237937,8,9.087353850269063,4.327885204098948,245.9734934213208,Southwest
1,181,18.710370172714374,-1.6453024518883268,1.6453024518883268,9,8.35284382710463,7.760746542985572,238.21274687833522,Southwest
1,181,21.25640797500838,2.5460378022940056,2.5460378022940056,10,9.489467845985883,2.7912936075463506,241.00404048588157,Southwest
1,181,21.561090881493,0.30468290648462215,0.30468290648462215,11,9.625487000666517,0.23209242902669303,240.77194805685488,Southwest
1,181,20.740271165054722,-0.8208197164382796,0.8208197164382796,12,9.259049627256571,1.555973720386362,242.32792177724124,Southwest
1,181,22.18052479090609,1.4402536258513692,1.4402536258513692,13,9.902019995940218,7.590100738578002,249.91802251581925,South
1,181,19.409312404101293,-2.771212386804798,2.771212386804798,14,8.66487160897379,1.228818719761648,251.1468412355809,South
1,181,21.571560536966256,2.1622481328649634,2.1622481328649634,15,9.630160954002791,3.8067669322205973,254.9536081678015,South
1,181,23.50292713684832,1.9313665998820646,1.9313665998820646,16,10.492378186093,4.057740735704527,259.011348903506,South
1,181,20.880116474770894,-2.622810662077427,2.622810662077427,17,9.321480569094149,1.7284295653224717,260.7397784688285,South
1,181,20.506707585568183,-0.373408889202711,0.373408889202711,18,9.154780172128651,2.9891440816703607,263.72892255049885,South
1,181,17.970329323637895,-2.536378261930288,2.536378261930288,19,8.022468448052631,1.9819241206820948,265.71084667118095,South
1,181,15.24681632341653,-2.7235130002213648,2.7235130002213648,20,6.806614430096665,1.7630364171995438,267.4738830883805,South
1,181,12.55199745060521,-2.69481887281132,2.69481887281132,21,5.603570290448754,0.48070842273227754,267.95459151111277,South
1,181,10.089950644081467,-2.462046806523743,2.462046806523743,22,4.504442251822083,4.590212868700348,272.5448043798131,South
1,181,5.19564125012498,-4.894309393956488,4.894309393956488,23,2.3194827009486514,4.88660359135929,277.4314079711724,South
1,181,2.5043961347997534,-2.691245115325226,2.691245115325226,24,1.1180339887498898,2.8734384975938383,280.30484646876624,South
1,181,2.284360742089566,-0.22003539271018724,0.22003539271018724,25,1.0198039027185561,1.0050860052537587,281.30993247402,South
1,181,3.183638170395623,0.899277428306057,0.899277428306057,26,1.4212670403551888,27.979474388480696,309.2894068625007,Southeast
1,181,5.117799527140541,1.9341613567449176,1.9341613567449176,27,2.2847319317591697,27.512002623850947,336.80140948635164,Southeast
1,181,8.042192735815268,2.9243932086747275,2.9243932086747275,28,3.5902646142032446,10.323588954036154,347.1249984403878,East
