driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Absolute Acceleration,Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,128,37.06370904267408,37.06370904267408,37.06370904267408,0,16.54629867976521,157.61986494804043,202.38013505195957,West
1,128,20.714853414880828,-16.34885562779325,16.34885562779325,1,9.247702417357512,0.8088278607049801,201.5713071912546,West
1,128,19.94103307253664,-0.7738203423441874,0.7738203423441874,2,8.902246907382429,6.598431424467691,194.9728757667869,West
1,128,22.667206268086947,2.726173195550306,2.726173195550306,3,10.119288512538814,3.4620730561350967,198.434948822922,West
1,128,25.123974207915435,2.456767939828488,2.456767939828488,4,11.21605991424796,3.5561810942551233,201.99112991717712,West
1,128,25.425726813603582,0.3017526056881472,0.3017526056881472,5,11.35077089893017,7.710034181206311,194.2810957359708,West
1,128,28.12872809069049,2.7030012770869085,2.7030012770869085,6,12.557467897629682,2.8551787676051674,197.13627450357598,West
1,128,27.284818342807434,-0.8439097478830568,0.8439097478830568,7,12.180722474467602,4.811547069438632,192.32472743413734,West
1,128,29.292657373478416,2.007839030670983,2.007839030670983,8,13.077079184588577,3.1993835626169016,195.52411099675425,West
1,128,26.8967947532787,-2.395862620199715,2.395862620199715,9,12.007497657713705,2.5294942048377322,192.9946167919165,West
1,128,26.628691894270723,-0.26810285900797837,0.26810285900797837,10,11.887808881370857,0.3612548566415228,192.633361935275,West
1,128,27.5556420357066,0.9269501414358778,0.9269501414358778,11,12.301625908797588,5.359725882698768,197.99308781797376,West
1,128,26.917307443353256,-0.6383345923533454,0.6383345923533454,12,12.016655108639846,0.44186100494823677,198.434948822922,West
1,128,27.45713750557402,0.5398300622207657,0.5398300622207657,13,12.257650672131259,6.6666598909014,205.1016087138234,Southwest
1,128,26.346437785780452,-1.110699719793569,1.110699719793569,14,11.761802582937701,1.6812960883517292,206.78290480217512,Southwest
1,128,27.28205974628751,0.9356219605070564,0.9356219605070564,15,12.179490958164065,5.47180572469199,212.25471052686711,Southwest
1,128,29.581572642440737,2.299512896153228,2.299512896153228,16,13.206059215375328,2.8794825300485343,215.13419305691565,Southwest
1,128,28.120699849043618,-1.4608727933971188,1.4608727933971188,17,12.553883861180186,4.4835250998627885,210.65066795705286,Southwest
1,128,30.069444956633276,1.9487451075896587,1.9487451075896587,18,13.423859355639854,2.802641497019806,213.45330945407267,Southwest
1,128,24.177477122313665,-5.891967834319612,5.891967834319612,19,10.793516572461456,9.975909561979762,203.4773998920929,Southwest
1,128,21.866117716686716,-2.3113594056269484,2.3113594056269484,20,9.761659694949426,5.976272834828109,209.453672726921,Southwest
1,128,17.172197063858757,-4.693920652827959,4.693920652827959,21,7.666159403508373,1.1255541455679463,210.57922687248896,Southwest
1,128,15.088025450667825,-2.0841716131909322,2.0841716131909322,22,6.735725647619564,10.206594604777052,220.785821477266,Southwest
1,128,13.995967419224721,-1.0920580314431039,1.0920580314431039,23,6.248199740725322,9.408607430468777,230.1944289077348,Southwest
1,128,15.643156714678781,1.6471892954540603,1.6471892954540603,24,6.983552104767313,10.671278895038967,240.86570780277376,Southwest
1,128,15.859769481300821,0.2166127666220401,0.2166127666220401,25,7.08025423272358,7.250059618609754,233.615648184164,Southwest
1,128,16.129555480545633,0.26978599924481195,0.26978599924481195,26,7.200694410957871,15.950026985580621,217.66562119858338,Southwest
1,128,16.255055090648007,0.12549961010237354,0.12549961010237354,27,7.256721022610717,25.736299021345104,191.92932217723828,West
1,128,17.921399945316775,1.6663448546687682,1.6663448546687682,28,8.000624975587845,11.21316223176791,180.71615994547037,West
1,128,18.520343841300566,0.5989438959837905,0.5989438959837905,29,8.268010643437751,32.86845508675265,147.84770485871772,Northwest
1,128,19.755225334073,1.234881492772434,1.234881492772434,30,8.81929702413973,2.971489088782306,150.81919394750003,Northwest
1,128,21.199679997584795,1.4444546635117952,1.4444546635117952,31,9.46414285606464,13.2354101515771,164.05460409907712,West
1,128,23.477294563045426,2.277614565460631,2.277614565460631,32,10.480935072788135,0.45054730178429736,164.50515140086142,West
1,128,25.048969639488195,1.5716750764427694,1.5716750764427694,33,11.182575731914373,0.4644180757053107,164.96956947656673,West
1,128,26.73869525612647,1.689725616638274,1.689725616638274,34,11.936917525056458,0.5193736462683205,164.4501958302984,West
1,128,27.790447855333237,1.0517525992067682,1.0517525992067682,35,12.406449935416623,5.222450512344267,159.22774531795415,West
1,128,27.35094119038685,-0.43950666494638924,0.43950666494638924,36,12.210241602851271,4.953357961319796,154.27438735663435,Northwest
