driver_id,trip_id,Velocity (mph),Acceleration (mph per s),Absolute Acceleration,Time (s),Increment Traveled (feet),Change in Direction per s,Direction (deg),Direction(card)
1,1,94.58053516448297,94.58053516448297,94.58053516448297,0,42.223453198429894,31.24301888365619,328.7569811163438,Southeast
1,1,46.13801902986301,-48.44251613461996,48.44251613461996,1,20.597329924045983,0.054680958224025744,328.7023001581198,Southeast
1,1,43.26158573145462,-2.8764332984083865,2.8764332984083865,2,19.313207915827956,0.5818970051425367,328.12040315297725,Southeast
1,1,42.79513991097589,-0.4664458204787323,0.4664458204787323,3,19.104973174542806,1.0187051586732423,329.1391083116505,Southeast
1,1,40.390249912571726,-2.4048899984041654,2.4048899984041654,4,18.031361568112377,1.6834129994551859,327.4556953121953,Southeast
1,1,40.10663546098076,-0.28361445159096377,0.28361445159096377,5,17.904747973652125,1.2512656918844982,328.7069610040798,Southeast
1,1,37.420740345428754,-2.6858951155520074,2.6858951155520074,6,16.705687654209264,0.49421412574463375,328.21274687833517,Southeast
1,1,37.03662360421103,-0.3841167412177242,0.3841167412177242,7,16.534206966165637,1.6555344801630554,329.8682813584982,Southeast
1,1,36.61903330236884,-0.41759030184218915,0.41759030184218915,8,16.347782724271802,0.43030909609120727,330.29859045458943,Southeast
1,1,31.34719738668834,-5.2718359156805015,5.2718359156805015,9,13.994284547628721,1.2623469866629762,329.03624346792645,Southeast
1,1,28.82906977340756,-2.518127613280779,2.518127613280779,10,12.870120434556945,1.9854585845168913,327.05078488340956,Southeast
1,1,28.65974738199904,-0.1693223914085209,0.1693223914085209,11,12.79453008124957,1.371050184476644,328.4218350678862,Southeast
1,1,23.87991289766358,-4.77983448433546,4.77983448433546,12,10.660675400742669,4.64677932340652,323.7750557444797,Southeast
1,1,26.21852780001199,2.338614902348411,2.338614902348411,13,11.704699910719638,3.0779484232643313,326.853004167744,Southeast
1,1,26.280651437892452,0.06212363788046105,0.06212363788046105,14,11.732433677630558,1.0848596066362006,325.7681445611078,Southeast
1,1,26.46614743403355,0.1854959961410998,0.1854959961410998,15,11.815244390193548,0.2727956192159695,326.0409401803238,Southeast
1,1,24.243796402378923,-2.222351031654629,2.222351031654629,16,10.823123393919161,4.287366144792884,321.7535740355309,Southeast
1,1,28.587876591310472,4.3440801889315495,4.3440801889315495,17,12.76244490683503,6.050692029755851,327.80426606528675,Southeast
1,1,26.59192298424466,-1.995953607065811,1.995953607065811,18,11.871394189394938,2.1636463628763067,325.64061970241045,Southeast
1,1,26.794932058133764,0.2030090738891026,0.2030090738891026,19,11.962023240238286,1.4567004515659505,324.1839192508445,Southeast
1,1,26.79493205813366,-1.0302869668521453e-13,1.0302869668521453e-13,20,11.96202324023824,1.7053025658242404e-13,324.1839192508443,Southeast
1,1,27.059533772775875,0.2646017146422146,0.2646017146422146,21,12.080149005703515,0.7692375505376958,323.41468170030663,Southeast
1,1,34.50036336040539,7.440829587629512,7.440829587629512,22,15.401947928752405,4.85596217609708,328.2706438764037,Southeast
1,1,32.24510927257026,-2.2552540878351266,2.2552540878351266,23,14.395138068111724,2.512676788013721,325.75796708839,Southeast
1,1,30.196828442735512,-2.0482808298347486,2.0482808298347486,24,13.480726983364066,3.2229033650619385,322.53506372332805,Southeast
1,1,34.007449536829405,3.810621094093893,3.810621094093893,25,15.181897114655984,0.31074802928264944,322.2243156940454,Southeast
1,1,31.73535366117736,-2.2720958756520453,2.2720958756520453,26,14.16756859873989,3.7906853315948297,318.4336303624506,Southeast
1,1,29.64003346826719,-2.095320192910169,2.095320192910169,27,13.232157798333565,1.289869497227187,317.1437608652234,Southeast
1,1,29.15960383818684,-0.48042963008035144,0.48042963008035144,28,13.017680284904838,0.27608202578926466,316.8676788394341,Southeast
1,1,29.629874653801725,0.47027081561488515,0.47027081561488515,29,13.22762261330434,0.3360710474230473,316.5316077920111,Southeast
1,1,29.939843686966622,0.3099690331648972,0.3099690331648972,30,13.366001645967241,0.622227342811982,315.9093804491991,Southeast
1,1,29.936491711621844,-0.0033519753447777134,0.0033519753447777134,31,13.364505228402608,0.6062310054850855,315.303149443714,Southeast
1,1,27.740751828312078,-2.1957398833097663,2.1957398833097663,32,12.38426420906789,2.593759486352326,312.7093899573617,Southeast
1,1,23.930288088529217,-3.810463739782861,3.810463739782861,33,10.683164325236257,7.234057929151845,305.47533202820983,Southeast
1,1,23.16315971537562,-0.7671283731535965,0.7671283731535965,34,10.340696301506972,2.0594771156688125,307.53480914387865,Southeast
1,1,19.713272686187775,-3.4498870291878454,3.4498870291878454,35,8.800568163476685,1.3159718782640653,306.2188372656146,Southeast
1,1,13.75367296397589,-5.959599722211886,5.959599722211886,36,6.140032573203522,29.672546482320683,276.5462907832939,South
1,1,14.927545545065316,1.1738725810894266,1.1738725810894266,37,6.664082832618444,19.249735711205858,295.79602649449976,Southeast
1,1,14.627045634713822,-0.30049991035149404,0.30049991035149404,38,6.529931086925813,1.5538492855700952,297.34987578006985,Southeast
1,1,14.097770603893393,-0.529275030820429,0.529275030820429,39,6.293647591023835,9.778617001747136,287.5712587783227,South
1,1,13.976235830866592,-0.12153477302680038,0.12153477302680038,40,6.2393909959225855,11.129658678987767,276.44160009933495,South
1,1,17.059331757135112,3.08309592626852,3.08309592626852,41,7.615773105863889,7.229707032861029,283.671307132196,South
